Mod:Item:MetaData, Localized Name
buildcraftsilicon:plug_facade:0, Facade: Orange Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Kitchen Floor
buildcraftsilicon:plug_facade:0, Facade: Kitchen Floor
buildcraftsilicon:plug_facade:0, Facade: Glitch Infused Block
buildcraftsilicon:plug_facade:0, Facade: Glitch Infused Block
buildcraftsilicon:plug_facade:0, Facade: Soot-covered Machine Casing
buildcraftsilicon:plug_facade:0, Facade: Soot-covered Machine Casing
buildcraftsilicon:plug_facade:0, Facade: Electrical Steel Block
buildcraftsilicon:plug_facade:0, Facade: Electrical Steel Block
buildcraftsilicon:plug_facade:0, Facade: Energetic Alloy Block
buildcraftsilicon:plug_facade:0, Facade: Energetic Alloy Block
buildcraftsilicon:plug_facade:0, Facade: Vibrant Alloy Block
buildcraftsilicon:plug_facade:0, Facade: Vibrant Alloy Block
buildcraftsilicon:plug_facade:0, Facade: Redstone Alloy Block
buildcraftsilicon:plug_facade:0, Facade: Redstone Alloy Block
buildcraftsilicon:plug_facade:0, Facade: Conductive Iron Block
buildcraftsilicon:plug_facade:0, Facade: Conductive Iron Block
buildcraftsilicon:plug_facade:0, Facade: Pulsating Iron Block
buildcraftsilicon:plug_facade:0, Facade: Pulsating Iron Block
buildcraftsilicon:plug_facade:0, Facade: Dark Steel Block
buildcraftsilicon:plug_facade:0, Facade: Dark Steel Block
buildcraftsilicon:plug_facade:0, Facade: Soularium Block
buildcraftsilicon:plug_facade:0, Facade: Soularium Block
buildcraftsilicon:plug_facade:0, Facade: End Steel Block
buildcraftsilicon:plug_facade:0, Facade: End Steel Block
buildcraftsilicon:plug_facade:0, Facade: Iron Alloy Block
buildcraftsilicon:plug_facade:0, Facade: Iron Alloy Block
buildcraftsilicon:plug_facade:0, Facade: Crude Steel Block
buildcraftsilicon:plug_facade:0, Facade: Crude Steel Block
buildcraftsilicon:plug_facade:0, Facade: Crystalline Alloy Block
buildcraftsilicon:plug_facade:0, Facade: Crystalline Alloy Block
buildcraftsilicon:plug_facade:0, Facade: Melodic Alloy Block
buildcraftsilicon:plug_facade:0, Facade: Melodic Alloy Block
buildcraftsilicon:plug_facade:0, Facade: Stellar Alloy Block
buildcraftsilicon:plug_facade:0, Facade: Stellar Alloy Block
buildcraftsilicon:plug_facade:0, Facade: Crystalline Pink Slime Block
buildcraftsilicon:plug_facade:0, Facade: Crystalline Pink Slime Block
buildcraftsilicon:plug_facade:0, Facade: Energetic Silver Block
buildcraftsilicon:plug_facade:0, Facade: Energetic Silver Block
buildcraftsilicon:plug_facade:0, Facade: Vivid Alloy Block
buildcraftsilicon:plug_facade:0, Facade: Vivid Alloy Block
buildcraftsilicon:plug_facade:0, Facade: Concussion Charge
buildcraftsilicon:plug_facade:0, Facade: Concussion Charge
buildcraftsilicon:plug_facade:0, Facade: Concussion Charge
buildcraftsilicon:plug_facade:0, Facade: Concussion Charge
buildcraftsilicon:plug_facade:0, Facade: Confusion Charge
buildcraftsilicon:plug_facade:0, Facade: Confusion Charge
buildcraftsilicon:plug_facade:0, Facade: Confusion Charge
buildcraftsilicon:plug_facade:0, Facade: Confusion Charge
buildcraftsilicon:plug_facade:0, Facade: Machine Chassis (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Machine Chassis (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Blank Machine (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Blank Machine (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Machine Tops (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Machine Tops (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Machine Sides (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Machine Sides (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Machine Backs (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Machine Backs (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Machine with sides (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Machine with sides (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Machine width backs (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Machine width backs (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Blank Soul Machine (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Blank Soul Machine (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Soul Machine Tops (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Soul Machine Tops (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Soul Machine Sides (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Soul Machine Sides (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Soul Machine Backs (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Soul Machine Backs (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Soul Machine with sides (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Soul Machine with sides (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Soul Machine width backs (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Soul Machine width backs (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Red Machine (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Red Machine (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Broken Spawner (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Broken Spawner (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Invisible Block (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Invisible Block (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Alloy Smelter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Alloy Smelter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Item Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Item Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Omni Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Omni Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Creative Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Creative Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Crafter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Crafter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Painting Machine (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Painting Machine (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Monitor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Monitor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: SAG Mill (decoration block)
buildcraftsilicon:plug_facade:0, Facade: SAG Mill (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Slice'N'Splice (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Slice'N'Splice (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Stirling Generator (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Stirling Generator (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Pressurized Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Pressurized Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Travel Anchor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Travel Anchor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Vacuum Chest (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Vacuum Chest (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Wireless Charger (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Wireless Charger (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Alloy Smelter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Alloy Smelter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Item Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Item Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Omni Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Omni Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Creative Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Creative Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Crafter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Crafter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Painting Machine (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Painting Machine (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Monitor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Monitor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: SAG Mill (decoration block)
buildcraftsilicon:plug_facade:0, Facade: SAG Mill (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Slice'N'Splice (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Slice'N'Splice (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Stirling Generator (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Stirling Generator (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Pressurized Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Pressurized Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Travel Anchor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Travel Anchor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Vacuum Chest (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Vacuum Chest (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Wireless Charger (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Wireless Charger (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Alloy Smelter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Alloy Smelter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Item Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Item Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Omni Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Omni Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Creative Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Creative Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Crafter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Crafter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Painting Machine (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Painting Machine (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Monitor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Monitor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: SAG Mill (decoration block)
buildcraftsilicon:plug_facade:0, Facade: SAG Mill (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Slice'N'Splice (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Slice'N'Splice (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Stirling Generator (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Stirling Generator (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Pressurized Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Pressurized Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Travel Anchor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Travel Anchor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Vacuum Chest (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Vacuum Chest (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Wireless Charger (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Wireless Charger (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Alloy Smelter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Alloy Smelter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Item Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Item Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Omni Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Omni Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Creative Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Creative Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Crafter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Crafter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Painting Machine (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Painting Machine (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Monitor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Monitor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: SAG Mill (decoration block)
buildcraftsilicon:plug_facade:0, Facade: SAG Mill (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Slice'N'Splice (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Slice'N'Splice (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Stirling Generator (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Stirling Generator (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Pressurized Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Pressurized Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Travel Anchor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Travel Anchor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Vacuum Chest (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Vacuum Chest (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Wireless Charger (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Wireless Charger (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Alloy Smelter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Alloy Smelter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Item Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Item Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Omni Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Omni Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Creative Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Creative Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Crafter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Crafter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Painting Machine (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Painting Machine (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Monitor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Monitor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: SAG Mill (decoration block)
buildcraftsilicon:plug_facade:0, Facade: SAG Mill (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Slice'N'Splice (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Slice'N'Splice (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Stirling Generator (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Stirling Generator (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Pressurized Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Pressurized Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Travel Anchor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Travel Anchor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Vacuum Chest (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Vacuum Chest (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Wireless Charger (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Wireless Charger (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Alloy Smelter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Alloy Smelter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Item Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Item Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Omni Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Omni Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Creative Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Creative Buffer (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Crafter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Crafter (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Painting Machine (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Painting Machine (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Monitor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Power Monitor (decoration block)
buildcraftsilicon:plug_facade:0, Facade: SAG Mill (decoration block)
buildcraftsilicon:plug_facade:0, Facade: SAG Mill (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Slice'N'Splice (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Slice'N'Splice (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Stirling Generator (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Stirling Generator (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Pressurized Fluid Tank (decoration block)
buildcraftsilicon:plug_facade:0, Facade: Pressurized Fluid Tank (decoration block)
